 Vendor,Fund,Check #,Date,Amount
"AMAZON FULFILLMENT SERVICES, INC.",SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,10.28
"AMAZON FULFILLMENT SERVICES, INC.",SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,57.02
"AMAZON FULFILLMENT SERVICES, INC.",WATER - OPERATIONS,0,2025-10-27T00:00:00.000,-19.63
"AMAZON FULFILLMENT SERVICES, INC.",WATER - OPERATIONS,0,2025-10-27T00:00:00.000,18.64
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,31.99
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,13.36
"AMAZON FULFILLMENT SERVICES, INC.",ENGINEERING SERVICES,0,2025-10-27T00:00:00.000,16.21
"AMAZON FULFILLMENT SERVICES, INC.",TRANST - GENERAL SERVICES,0,2025-10-27T00:00:00.000,9.99
"AMAZON FULFILLMENT SERVICES, INC.",TRANST - GENERAL SERVICES,0,2025-10-27T00:00:00.000,10.04
"AMAZON FULFILLMENT SERVICES, INC.",COMMUNITY DEVELOPMENT,0,2025-10-27T00:00:00.000,16.38
"AMAZON FULFILLMENT SERVICES, INC.",COMMUNITY DEVELOPMENT,0,2025-10-27T00:00:00.000,11.87
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,32.58
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,183.80
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,16.36
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,7.71
"AMAZON FULFILLMENT SERVICES, INC.",CFD – 13 Lagoon Valley IA #2,0,2025-10-27T00:00:00.000,14.10
"AMAZON FULFILLMENT SERVICES, INC.",CFD – 13 Lagoon Valley IA #1,0,2025-10-27T00:00:00.000,14.10
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,54.95
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,89.35
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,19.99
"AMAZON FULFILLMENT SERVICES, INC.",SUCCESSOR HOUSING AGENCY,0,2025-10-27T00:00:00.000,19.02
"AMAZON FULFILLMENT SERVICES, INC.",HOUSING VOUCHERS ADMIN - VHA,0,2025-10-27T00:00:00.000,2.38
"AMAZON FULFILLMENT SERVICES, INC.",HOUSING VOUCHERS ADMIN - SCHA,0,2025-10-27T00:00:00.000,2.38
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND - MEASURE M,0,2025-10-27T00:00:00.000,14.54
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,12.95
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,8.66
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,9.58
"AMAZON FULFILLMENT SERVICES, INC.",COMMUNITY DEVELOPMENT,0,2025-10-27T00:00:00.000,11.23
"AMAZON FULFILLMENT SERVICES, INC.",SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,45.99
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,22.68
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,-113.49
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,64.86
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,13.59
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,16.20
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND - MEASURE M,0,2025-10-27T00:00:00.000,75.68
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,113.49
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,78.88
"AMAZON FULFILLMENT SERVICES, INC.",VUSD - MENTAL HEALTH GRANT,0,2025-10-27T00:00:00.000,12.10
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,19.99
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,95.14
"AMAZON FULFILLMENT SERVICES, INC.",CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,30.62
"AMAZON FULFILLMENT SERVICES, INC.",CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,48.65
"AMAZON FULFILLMENT SERVICES, INC.",CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,65.25
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,36.89
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,9.24
"AMAZON FULFILLMENT SERVICES, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,-302.74
"MOTION INDUSTRIES, INC.",SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,496.88
MEGAN BOLTON,GENERAL FUND,0,2025-10-27T00:00:00.000,185.00
"SAFARILAND, LLC",GENERAL FUND,0,2025-10-27T00:00:00.000,389.23
RAMIREZ GROUP,GENERAL FUND,0,2025-10-27T00:00:00.000,125.00
RAMIREZ GROUP,GENERAL FUND,0,2025-10-27T00:00:00.000,750.00
TRANSITTALENT.COM LLC,WATER - OPERATIONS,0,2025-10-27T00:00:00.000,72.50
TRANSITTALENT.COM LLC,SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,72.50
NAPA AUTO PARTS,SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,342.68
APPLE INC.,SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,2.99
APPLE INC.,GENERAL FUND,0,2025-10-27T00:00:00.000,0.99
APPLE INC.,PEG - CAPITAL SUPPORT,0,2025-10-27T00:00:00.000,2.99
"VOITH TURBO, INC.",CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,3284.60
"VOITH TURBO, INC.",CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,2408.10
"ULINE, INC.",CENTRAL STORES,0,2025-10-27T00:00:00.000,697.71
"ULINE, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,58.70
SPIRIT HALLOWEEN SUPERSTORES,GENERAL FUND,0,2025-10-27T00:00:00.000,8.63
PANERA BREAD CO.,GENERAL FUND,0,2025-10-27T00:00:00.000,20.17
EMPIRE SAFETY AND SUPPLY,CENTRAL STORES,0,2025-10-27T00:00:00.000,3208.97
PURE GRAIN BAKERY LLC,GENERAL FUND,0,2025-10-27T00:00:00.000,38.96
WESTERN RANCH SUPPLY,GENERAL FUND,0,2025-10-27T00:00:00.000,51.88
UNITED PARCEL SERVICE,GENERAL FUND,0,2025-10-27T00:00:00.000,23.84
UNITED PARCEL SERVICE,GENERAL FUND,0,2025-10-27T00:00:00.000,21.65
UNITED PARCEL SERVICE,GENERAL FUND,0,2025-10-27T00:00:00.000,21.69
UNITED PARCEL SERVICE,GENERAL FUND,0,2025-10-27T00:00:00.000,36.90
UNITED PARCEL SERVICE,GENERAL FUND,0,2025-10-27T00:00:00.000,21.69
USA BLUEBOOK,SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,558.85
USA BLUEBOOK,CENTRAL STORES,0,2025-10-27T00:00:00.000,1518.51
USA BLUEBOOK,CENTRAL STORES,0,2025-10-27T00:00:00.000,125.43
USA BLUEBOOK,CENTRAL STORES,0,2025-10-27T00:00:00.000,457.15
USA BLUEBOOK,SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,308.14
"TRANSCAT, INC.",WATER - OPERATIONS,0,2025-10-27T00:00:00.000,45.95
"TRANSCAT, INC.",SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,183.80
PETTY CASH-CMO,GENERAL FUND,0,2025-10-27T00:00:00.000,404.00
SOUTH BAY REGIONAL PUBLIC SAFETY TRAINING CONSORTI,GENERAL FUND,0,2025-10-27T00:00:00.000,515.24
SOLANO EDC,GENERAL FUND,0,2025-10-27T00:00:00.000,42.00
SOLANO EDC,GENERAL FUND,0,2025-10-27T00:00:00.000,42.00
SOLANO EDC,GENERAL FUND,0,2025-10-27T00:00:00.000,42.00
THE ROCK SOURCE,GENERAL FUND - MEASURE M,0,2025-10-27T00:00:00.000,254.94
SIERRA CHEMICAL COMPANY,WATER - OPERATIONS,0,2025-10-27T00:00:00.000,576.38
"SACRAMENTO, COUNTY OF",GENERAL FUND,0,2025-10-27T00:00:00.000,50.00
"SACRAMENTO, COUNTY OF",GENERAL FUND,0,2025-10-27T00:00:00.000,55.00
"SACRAMENTO, COUNTY OF",GENERAL FUND,0,2025-10-27T00:00:00.000,55.00
"SACRAMENTO, COUNTY OF",GENERAL FUND,0,2025-10-27T00:00:00.000,77.00
"SACRAMENTO, COUNTY OF",GENERAL FUND,0,2025-10-27T00:00:00.000,100.00
"SACRAMENTO, COUNTY OF",GENERAL FUND,0,2025-10-27T00:00:00.000,26.00
POLICE EXEC RESEARCH FORUM,GENERAL FUND,0,2025-10-27T00:00:00.000,550.00
"PARENT PROJECT, INC",VUSD - MENTAL HEALTH GRANT,0,2025-10-27T00:00:00.000,648.68
PACIFIC HARDWARE,84 PARKS & RECREATION FUND,0,2025-10-27T00:00:00.000,23.38
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,42.80
PACIFIC HARDWARE,SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,8.75
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,90.80
PACIFIC HARDWARE,SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,40.86
PACIFIC HARDWARE,SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,10.69
PACIFIC HARDWARE,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,108.56
PACIFIC HARDWARE,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,12.65
PACIFIC HARDWARE,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,27.24
PACIFIC HARDWARE,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,27.24
PACIFIC HARDWARE,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,27.24
PACIFIC HARDWARE,NP - FAIRMONT BEELARD,0,2025-10-27T00:00:00.000,70.01
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,55.45
PACIFIC HARDWARE,SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,70.04
PACIFIC HARDWARE,WATER - OPERATIONS,0,2025-10-27T00:00:00.000,20.28
PACIFIC HARDWARE,WATER - OPERATIONS,0,2025-10-27T00:00:00.000,31.13
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,35.01
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,35.01
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,291.61
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,258.12
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,14.05
PACIFIC HARDWARE,PARK MAINTENANCE DIST (MASTER),0,2025-10-27T00:00:00.000,24.27
PACIFIC HARDWARE,CENTRAL STORES,0,2025-10-27T00:00:00.000,151.74
PACIFIC HARDWARE,CENTRAL STORES,0,2025-10-27T00:00:00.000,54.63
PACIFIC HARDWARE,CENTRAL STORES,0,2025-10-27T00:00:00.000,12.87
PACIFIC HARDWARE,CENTRAL STORES,0,2025-10-27T00:00:00.000,291.17
PACIFIC HARDWARE,CENTRAL STORES,0,2025-10-27T00:00:00.000,23.33
PACIFIC HARDWARE,CENTRAL STORES,0,2025-10-27T00:00:00.000,163.43
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,81.71
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,64.20
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,392.71
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,47.12
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,9.20
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,1.49
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,49.90
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,100.52
PACIFIC HARDWARE,SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,9.72
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,17.92
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,2.65
PACIFIC HARDWARE,NP - BROWNS VALLEY,0,2025-10-27T00:00:00.000,43.76
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,10.88
PACIFIC HARDWARE,PEG - CAPITAL SUPPORT,0,2025-10-27T00:00:00.000,11.66
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,56.15
PACIFIC HARDWARE,CFD – 13 Lagoon Valley IA #2,0,2025-10-27T00:00:00.000,10.92
PACIFIC HARDWARE,CFD – 13 Lagoon Valley IA #1,0,2025-10-27T00:00:00.000,10.92
PACIFIC HARDWARE,WATER - OPERATIONS,0,2025-10-27T00:00:00.000,37.92
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,231.30
PACIFIC HARDWARE,NP - STONEGATE,0,2025-10-27T00:00:00.000,64.77
PACIFIC HARDWARE,NP - COOPER SCHOOL,0,2025-10-27T00:00:00.000,196.94
PACIFIC HARDWARE,NP - COOPER SCHOOL,0,2025-10-27T00:00:00.000,38.86
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,91.43
PACIFIC HARDWARE,PARK MAINTENANCE DIST (MASTER),0,2025-10-27T00:00:00.000,15.55
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,28.38
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,9.95
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,17.51
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,10.80
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,6.41
PACIFIC HARDWARE,SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,56.20
PACIFIC HARDWARE,NP - ALAMO CREEK,0,2025-10-27T00:00:00.000,38.86
PACIFIC HARDWARE,NP - ANDREWS,0,2025-10-27T00:00:00.000,547.27
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,14.56
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,87.55
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,165.42
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,120.34
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,6.41
PACIFIC HARDWARE,GENERAL FUND - MEASURE M,0,2025-10-27T00:00:00.000,105.88
PACIFIC HARDWARE,GENERAL FUND - MEASURE M,0,2025-10-27T00:00:00.000,100.66
PACIFIC HARDWARE,WATER - OPERATIONS,0,2025-10-27T00:00:00.000,33.06
PACIFIC HARDWARE,GENERAL FUND - MEASURE M,0,2025-10-27T00:00:00.000,2.57
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,21.61
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,30.23
PACIFIC HARDWARE,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,9.19
PACIFIC HARDWARE,WATER - OPERATIONS,0,2025-10-27T00:00:00.000,59.89
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,26.26
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,16.51
PACIFIC HARDWARE,GENERAL FUND,0,2025-10-27T00:00:00.000,43.01
PACIFIC HARDWARE,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,27.24
OFFICE DEPOT,CENTRAL STORES,0,2025-10-27T00:00:00.000,402.65
CCM CORPORATION,GENERAL FUND,0,2025-10-27T00:00:00.000,43.65
CCM CORPORATION,GENERAL FUND,0,2025-10-27T00:00:00.000,178.82
MCMASTER-CARR SUPPLY CO,GENERAL FUND - MEASURE M,0,2025-10-27T00:00:00.000,74.60
M & M SANITARY LLC,SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,230.86
LEAGUE OF CA CITIES,GENERAL FUND,0,2025-10-27T00:00:00.000,25.00
LEAGUE OF CA CITIES,GENERAL FUND,0,2025-10-27T00:00:00.000,40.00
LEAGUE OF CA CITIES,GENERAL FUND,0,2025-10-27T00:00:00.000,775.00
LEAGUE OF CA CITIES,GENERAL FUND,0,2025-10-27T00:00:00.000,625.00
LEAGUE OF CA CITIES,GENERAL FUND,0,2025-10-27T00:00:00.000,40.00
LEAGUE OF CA CITIES,GENERAL FUND,0,2025-10-27T00:00:00.000,40.00
FEDEX KINKO'S INC,GENERAL FUND,0,2025-10-27T00:00:00.000,12.32
MIDWEST MOTOR SUPPLY CO. INC.,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,870.96
MIDWEST MOTOR SUPPLY CO. INC.,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,784.25
MIDWEST MOTOR SUPPLY CO. INC.,CENTRAL STORES,0,2025-10-27T00:00:00.000,287.50
"NUGGET MARKET, INC.",GENERAL FUND,0,2025-10-27T00:00:00.000,36.13
"TELEDYNE INSTRUMENTS, INC.",WATER - OPERATIONS,0,2025-10-27T00:00:00.000,276.17
"TELEDYNE INSTRUMENTS, INC.",SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,1104.67
HORIZON,GENERAL FUND,0,2025-10-27T00:00:00.000,7.70
HORIZON,GENERAL FUND,0,2025-10-27T00:00:00.000,232.38
HORIZON,NP - FAIRMONT BEELARD,0,2025-10-27T00:00:00.000,186.13
HORIZON,CENTRAL STORES,0,2025-10-27T00:00:00.000,501.77
HORIZON,CENTRAL STORES,0,2025-10-27T00:00:00.000,34.51
HORIZON,GENERAL FUND,0,2025-10-27T00:00:00.000,72.44
HORIZON,GENERAL FUND,0,2025-10-27T00:00:00.000,233.55
HORIZON,GENERAL FUND,0,2025-10-27T00:00:00.000,139.23
HORIZON,GENERAL FUND,0,2025-10-27T00:00:00.000,87.71
HORIZON,NP - NORTH ORCHARD,0,2025-10-27T00:00:00.000,33.26
VACAVILLE HONDA,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,1227.17
GRAINGER,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,315.33
GRAINGER,81 PUBLIC BLDGS/GROUNDS FUND,0,2025-10-27T00:00:00.000,568.21
GRAINGER,CENTRAL STORES,0,2025-10-27T00:00:00.000,-40.31
GRAINGER,CENTRAL STORES,0,2025-10-27T00:00:00.000,-144.97
GRAINGER,CENTRAL STORES,0,2025-10-27T00:00:00.000,-27.88
GRAINGER,CENTRAL STORES,0,2025-10-27T00:00:00.000,42.40
GRAINGER,SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,156.65
GFOA,GENERAL FUND,0,2025-10-27T00:00:00.000,150.00
GFOA,GENERAL FUND,0,2025-10-27T00:00:00.000,275.00
GFOA,GENERAL FUND,0,2025-10-27T00:00:00.000,920.00
"ENTERPRISE HOLDING, LLC",GENERAL FUND,0,2025-10-27T00:00:00.000,93.84
EAST BAY TIRE CO,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,2127.69
EAST BAY TIRE CO,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,1306.98
EAST BAY TIRE CO,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,1174.31
EAST BAY TIRE CO,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,1527.25
EAST BAY TIRE CO,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,927.31
EAST BAY TIRE CO,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,653.50
EAST BAY TIRE CO,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,251.89
EAST BAY TIRE CO,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,251.89
EAST BAY TIRE CO,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,565.19
EAST BAY TIRE CO,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,349.63
EAST BAY TIRE CO,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,573.22
EAST BAY TIRE CO,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,1143.27
EAST BAY TIRE CO,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,244.82
EAST BAY TIRE CO,CENTRAL FUEL STATION/GARAGE,0,2025-10-27T00:00:00.000,964.85
DELL MARKETING LP,PW  LAND DELVP ENG/INSPECTION,0,2025-10-27T00:00:00.000,1153.40
DELL MARKETING LP,TECHNOLOGY REPLACEMENT,0,2025-10-27T00:00:00.000,2623.91
DELL MARKETING LP,TECHNOLOGY REPLACEMENT,0,2025-10-27T00:00:00.000,307.27
DELL MARKETING LP,TECHNOLOGY REPLACEMENT,0,2025-10-27T00:00:00.000,307.27
DELL MARKETING LP,BSCC Org Retail Thft Prev/Prog,0,2025-10-27T00:00:00.000,1947.47
"CONTRA COSTA, COUNTY OF",GENERAL FUND,0,2025-10-27T00:00:00.000,675.00
CHANCELLOR PRINTING,WATER - OPERATIONS,0,2025-10-27T00:00:00.000,797.36
CHANCELLOR PRINTING,SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,54.06
CHANCELLOR PRINTING,ENGINEERING SERVICES,0,2025-10-27T00:00:00.000,167.59
CHANCELLOR PRINTING,GENERAL FUND,0,2025-10-27T00:00:00.000,54.06
"CDW COMPUTER CENTERS, INC",SB 1383 COMPLIANCE,0,2025-10-27T00:00:00.000,438.38
"CDW COMPUTER CENTERS, INC",GENERAL FUND,0,2025-10-27T00:00:00.000,1249.97
"CDW COMPUTER CENTERS, INC",TECHNOLOGY REPLACEMENT,0,2025-10-27T00:00:00.000,836.98
"CDW COMPUTER CENTERS, INC",TECHNOLOGY REPLACEMENT,0,2025-10-27T00:00:00.000,-219.25
"CALIFORNIA, STATE OF SWRCB WATER RESOURCE BRD",SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,59.00
"CALIFORNIA, STATE OF DEPT OF MOTOR VEHICLES",SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,0.11
"CALIFORNIA, STATE OF DEPT OF MOTOR VEHICLES",SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,5.00
CA SURVEYING & DRAFTNG SUPPLY INC,SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,1419.60
B & H PHOTO VIDEO,PEG - CAPITAL SUPPORT,0,2025-10-27T00:00:00.000,435.50
B & H PHOTO VIDEO,PEG - CAPITAL SUPPORT,0,2025-10-27T00:00:00.000,184.56
B & H PHOTO VIDEO,PEG - CAPITAL SUPPORT,0,2025-10-27T00:00:00.000,957.91
B & H PHOTO VIDEO,PEG - CAPITAL SUPPORT,0,2025-10-27T00:00:00.000,879.89
B & H PHOTO VIDEO,PEG - CAPITAL SUPPORT,0,2025-10-27T00:00:00.000,-787.07
B & H PHOTO VIDEO,PEG - CAPITAL SUPPORT,0,2025-10-27T00:00:00.000,1296.32
ASBURY ENVIRONMENTAL SERVICES,SEWER - OPERATIONS,0,2025-10-27T00:00:00.000,121.54
AMERICAN NATIONAL RED CROSS & ITS CONSTITUENT CHAP,GENERAL FUND,0,2025-10-27T00:00:00.000,160.00
OMEGA INDUSTRIAL SUPPLY INC,CENTRAL STORES,0,2025-10-27T00:00:00.000,365.07
OMEGA INDUSTRIAL SUPPLY INC,CENTRAL STORES,0,2025-10-27T00:00:00.000,665.99
AD SPECIAL T'S INC,GENERAL FUND,0,2025-10-27T00:00:00.000,149.19
AD SPECIAL T'S INC,ENGINEERING SERVICES,0,2025-10-27T00:00:00.000,239.99
AD SPECIAL T'S INC,GENERAL FUND,0,2025-10-27T00:00:00.000,97.31
AT&T,WATER - OPERATIONS,576441,2025-11-20T00:00:00.000,886.88
AT&T,SEWER - OPERATIONS,576441,2025-11-20T00:00:00.000,1298.10
AT&T,WATER - OPERATIONS,576441,2025-11-20T00:00:00.000,698.98
AT&T,GENERAL FUND,576441,2025-11-20T00:00:00.000,120.97
AT&T,GENERAL FUND,576441,2025-11-20T00:00:00.000,155.40
AT&T,GENERAL FUND,576441,2025-11-20T00:00:00.000,31.41
AT&T,GENERAL FUND,576441,2025-11-20T00:00:00.000,155.40
AT&T,GENERAL FUND,576441,2025-11-20T00:00:00.000,155.40
AT&T,GENERAL FUND,576441,2025-11-20T00:00:00.000,31.41
AT&T,GENERAL FUND,576441,2025-11-20T00:00:00.000,155.40
AT&T,GENERAL FUND,576441,2025-11-20T00:00:00.000,31.41
AT&T,GENERAL FUND,576441,2025-11-20T00:00:00.000,31.41
AT&T,GENERAL FUND,576441,2025-11-20T00:00:00.000,31.41
AT&T,GENERAL FUND,576441,2025-11-20T00:00:00.000,63.99
AT&T,GENERAL FUND,576441,2025-11-20T00:00:00.000,125.26
AT&T,GENERAL FUND,576441,2025-11-20T00:00:00.000,283.70
AT&T,GENERAL FUND,576441,2025-11-20T00:00:00.000,31.41
AT&T,GENERAL FUND,576441,2025-11-20T00:00:00.000,11198.99
AT&T,GENERAL FUND,576441,2025-11-20T00:00:00.000,558.84
AT&T,GENERAL FUND,576441,2025-11-20T00:00:00.000,1730.13
"SOLANO, COUNTY OF",TRANST - GENERAL SERVICES,576518,2025-11-20T00:00:00.000,3221.70
SOLANO COUNTY SHERIFF'S OFFICE,GENERAL FUND,576514,2025-11-20T00:00:00.000,89477.00
SOLANO COUNTY SHERIFF'S OFFICE,GENERAL FUND,576514,2025-11-20T00:00:00.000,624906.00
EMPLOYEE REIMBURSEMENT,GENERAL FUND,576493,2025-11-20T00:00:00.000,128.00
EMPLOYEE REIMBURSEMENT,GENERAL FUND,576485,2025-11-20T00:00:00.000,128.00
EMPLOYEE REIMBURSEMENT,GENERAL FUND,576449,2025-11-20T00:00:00.000,137.60
EMPLOYEE REIMBURSEMENT,GENERAL FUND,576525,2025-11-20T00:00:00.000,27.60
EMPLOYEE REIMBURSEMENT,GENERAL FUND,576501,2025-11-20T00:00:00.000,258.00
EMPLOYEE REIMBURSEMENT,GENERAL FUND,576511,2025-11-20T00:00:00.000,137.60
EMPLOYEE REIMBURSEMENT,GENERAL FUND,576486,2025-11-20T00:00:00.000,137.60
EMPLOYEE REIMBURSEMENT,GENERAL FUND,576448,2025-11-20T00:00:00.000,258.00
EMPLOYEE REIMBURSEMENT,GENERAL FUND,576459,2025-11-20T00:00:00.000,25.80
"ENTERPRISE HOLDING, LLC",GENERAL FUND,576475,2025-11-20T00:00:00.000,288.07
